score,title,abstract,doi,publication_date,journal,journal_issn,journal_issn_l,journal_impact_factor,jcr_quartile,journal_metric_score,journal_metric_match,cited_by_count,fwci,is_open_access,matched_keyword,sources,openalex_id,semantic_scholar_id,url,deepseek_summary
0.25833333333333336,Flash lidar for underwater cultural heritage mapping,"Abstract Documenting and monitoring submerged cultural heritage sites require high-resolution mapping under challenging conditions. Acoustic sensors like multi-beam echo sounders (MBES) efficiently cover large areas but provide limited lateral resolution and can suffer from multipath and surface-reflection artefacts in shallow water. Passive optical approaches like underwater photogrammetry yield fine detail but demand extensive acquisition time, favourable water conditions, and surface features for 3D reconstruction. We evaluate a time-of-flight (ToF) flash lidar deployed from unmanned surface vehicles across three archaeological sites: Les Argilliez (Switzerland), Roseninsel (Germany), and Epidaurus (Greece). The system records dense point clouds with centimetric resolution at speeds matching acoustic surveys. Repeatability, accuracy, and point cloud completeness were quantified, and lidar-derived depths were compared with single-beam echo sounder (SBES) reference data. Flash lidar captures fine-scale structural details, independent of ambient illumination, reducing the operational gap between acoustic and optical methods, enabling high-resolution mapping and monitoring of underwater cultural heritage sites.",https://doi.org/10.1038/s40494-026-02601-9,2026-05-11,npj Heritage Science,3059-3220,3059-3220,,,0.0,,0,0.0,True,world model underwater robot,OpenAlex,https://openalex.org/W7160860802,,https://openalex.org/W7160860802,"- 内容概述：论文评估了从无人水面艇部署的飞行时间闪光激光雷达，在瑞士、德国和希腊三处水下考古遗址进行高分辨率测绘，记录了厘米级点云数据，并与单波束回声测深仪参考数据进行了对比。
- 创新点：将闪光激光雷达应用于水下文化遗产测绘，实现了与声学调查速度相当的厘米级点云采集，且不依赖环境光照，填补了声学与光学方法之间的操作空白。
- 研究价值：为水下文化遗产的高分辨率测绘与监测提供了一种独立于环境光照、兼具声学效率与光学细节的新技术方案。
- 注意事项：摘要未提及该方法的局限性（如水体浑浊度影响、最大工作深度、设备成本等），也未提供定量误差分析的具体数值，信息有限。"
0.245,Intelligent robot systems: a survey from the perspective of visual intelligence,"Abstract Intelligent robots have seen significant advancements over the past few decades, with notable developments in recent years. The integration of artificial intelligence into robotics is transforming the manufacturing, agricultural, and healthcare industries, leading to increased efficiency, productivity, and the ability to perform complex tasks autonomously. In this paper, we explore four key technologies in intelligent robot systems: visual perception, decision-making, path planning, and control. Visual perception serves as a robot’s “eyes,” enabling it to recognize objects and their relationships within its environment, thereby facilitating rational decision-making and control of actions. Decision-making interprets mission objectives and environmental context to select high-level strategies or task sequences. Path planning then translates these decisions into feasible paths that serve as guidelines for robotic movement. Both decision-making and path planning can be regarded as the robot’s “cerebrum”. Control technologies function as the robot’s “cerebellum” and are responsible for regulating its actions and behaviors in the real world. This paper summarizes the cutting-edge work on intelligent robots in robotic visual perception, decision-making, path planning and control from the perspective of visual intelligence, offering insights into the state-of-the-art research in this area. Additionally, it introduces the current challenges of intelligent robots and explores future directions in the field.",https://doi.org/10.1007/s44267-026-00116-2,2026-05-09,Visual Intelligence,2731-9008,2731-9008,,,0.0,,0,0.0,True,underwater robotic grasping;underwater grasping diffusion policy;underwater manipulation reinforcement learning;world model underwater robot,OpenAlex,https://openalex.org/W7160659527,,https://openalex.org/W7160659527,"- 内容概述：本文从视觉智能视角综述了智能机器人系统的四项关键技术：视觉感知、决策、路径规划与控制。视觉感知作为机器人的“眼睛”负责环境识别，决策与路径规划构成“大脑”以制定策略和路径，控制作为“小脑”调节实际行为。文章还介绍了当前挑战与未来方向。
- 创新点：从视觉智能这一统一视角系统梳理机器人四大技术模块，并明确各模块在机器人认知架构中的功能类比（如“眼睛”“大脑”“小脑”），而非仅单独讨论技术细节。
- 研究价值：为智能机器人领域提供整合性综述，有助于理解视觉智能如何贯穿感知、决策、规划与控制全链条，对制造业、农业、医疗等行业的自主机器人应用具有参考意义。
- 注意事项：摘要未提供具体技术方法、实验数据或性能对比，也未说明综述覆盖的文献范围与筛选标准，因此无法评估其全面性与实证支撑。"
0.245,Earth Science Foundation Models: From Perception to Reasoning and Discovery,"Large foundation models (FMs) are transforming Earth science by integrating heterogeneous multimodal data, such as multi-platform imagery, gridded reanalysis data, diverse geophysical and geochemical observations, and domain-specific text, to support tasks ranging from basic perception to advanced scientific discovery. This paper provides a unified review of Earth science foundation models (Earth FMs) through two complementary dimensions: depth, which traces the evolution of model capabilities from perception to multimodal reasoning and agentic scientific workflows, and breadth, which summarizes their expanding applications across the atmosphere, hydrosphere, lithosphere, biosphere, anthroposphere, and cryosphere, as well as coupled Earth system processes. Using this framework, we review representative multimodal Earth foundation models and compile more than 200 datasets and benchmarks spanning diverse Earth science tasks and modalities. We further discuss key challenges in multimodal data heterogeneity, scientific reliability and continual updating, scalability and sustainability, and the transition from foundation models to agentic and embodied Earth intelligence, and outline future directions toward more integrated, trustworthy, and actionable AI Earth scientists. Overall, this paper offers a structured roadmap for understanding the development of Earth foundation models from both capability depth and application breadth.",,2026-05-09,ArXiv.org,2331-8422,2331-8422,,,0.0,,0,0.0,True,world model underwater robot,OpenAlex,https://openalex.org/W7161353823,,https://openalex.org/W7161353823,"- 内容概述：本文对地球科学基础模型（Earth FMs）进行了统一综述，从“深度”（模型能力从感知到多模态推理和智能体科学工作流的演进）和“广度”（模型在大气圈、水圈、岩石圈、生物圈、人类圈、冰冻圈及地球系统耦合过程中的应用扩展）两个维度展开分析。文章整理了200多个数据集和基准，并讨论了多模态数据异质性、科学可靠性、持续更新、可扩展性等关键挑战。
- 创新点：提出了一个结合“能力深度”和“应用广度”的双维度分析框架，系统梳理了地球科学基础模型从感知到推理再到科学发现的演进路径，并汇编了涵盖多种地球科学任务和模态的200多个数据集与基准。
- 研究价值：为理解地球科学基础模型的发展提供了结构化路线图，指出了从基础模型向智能体和具身地球智能过渡的方向，有助于推动更集成、可信和可操作的AI地球科学应用。
- 注意事项：本文为综述性论文，未提供具体实验或模型实现细节；摘要中未提及“world model underwater robot”关键词的具体内容，信息有限，无法确认该关键词与论文核心内容的直接关联。"
0.23833333333333334,UniV2D: Bridging Visual Restoration and Semantic Perception for Underwater Salient Object Detection,"Underwater salient object detection (USOD) plays a vital role in marine vision tasks but remains fundamentally challenging due to severe visual degradation, such as selective absorption and medium scattering. Conventional pipelines typically adopt a sequential ""enhance-then-detect"" paradigm. However, isolating low-level visual restoration from high-level semantic perception often leads to semantic inconsistency, where the restored images may not be optimal for detection and can even introduce task-irrelevant noise. To break this sequential bottleneck, we propose UniV2D, a Unified Vision-to-Detection Network that jointly optimizes visual restoration and salient object detection within a mutually beneficial framework. Unlike traditional methods that rely on disjointed pipelines or rigid physical priors, UniV2D introduces a semantic-driven learning paradigm: high-level saliency semantics actively guide the restoration process, while the restored visual cues reciprocally enhance saliency perception. Specifically, UniV2D features a hierarchical dual-branch architecture. It first employs a self-calibrated decoder to predict initial saliency masks alongside a mask-aware restoration module to reconstruct image content. Subsequently, a saliency-guided refinement module equipped with cross-level modulation is utilized to align structural fidelity with semantic consistency. Extensive experiments across multiple benchmarks demonstrate that UniV2D significantly outperforms state-of-the-art methods in both quantitative and qualitative evaluations, establishing a new standard for joint underwater perception.",,2026-05-08,ArXiv.org,2331-8422,2331-8422,,,0.0,,0,0.0,True,world model underwater robot,OpenAlex,https://openalex.org/W7160968886,,https://openalex.org/W7160968886,"- 内容概述：论文提出UniV2D网络，用于水下显著目标检测，通过联合优化视觉恢复与语义感知，打破传统“先增强后检测”顺序流程导致的语义不一致问题。网络采用层次化双分支架构，包含自校准解码器、掩码感知恢复模块和显著性引导精炼模块。
- 创新点：引入语义驱动学习范式，使高层显著性语义主动引导视觉恢复过程，同时恢复的视觉线索反向增强显著性感知，实现低层恢复与高层感知的相互促进。
- 研究价值：在多个基准测试中显著优于现有方法，为水下联合感知任务建立了新标准，对水下机器人视觉任务具有潜在应用价值。
- 注意事项：论文来源为预印本平台ArXiv，尚未经同行评审；引用数为0，影响因子、JCR分区及DOI均未找到，信息有限。"
0.23000000000000004,"Local Microcosm of Planetary Health: Global Challenges, Local Solutions","Global challenges such as climate change, ecosystem degradation, and the resurgence of infectious diseases affect regions in different ways. They often concentrate their effects in specific localities that act as “microcosms” of global crises. Nagasaki is one such place. Shaped by centuries of international exchange and the experience of nuclear devastation, the city blends themes of peace, infectious disease, environmental change, radiation health effects, and nuclear disarmament – creating conditions where the principles of Planetary Health naturally emerge. Historically, Nagasaki has served as a gateway for global knowledge. In 1857, Pompe van Meerdervoort introduced Japan’s first formal education in Western medicine, laying the foundation for modern clinical practice and public health. This tradition of international engagement later helped establish the Institute of Tropical Medicine, which expanded Japan’s infectious disease research through continued collaborations across Asia and Africa. After World War II, the atomic bombings led to the creation of the Atomic Bomb Disease Institute, which advanced medical and public health research on radiation effects. This work influenced Japan’s research-focused approach to risk communication after the Chernobyl and Fukushima nuclear power plant accidents. Meanwhile, the Research Center for Nuclear Weapons Abolition became an important academic institution providing scientific evidence and policy analysis for global nuclear disarmament. Building on this foundation, we now advance research in tropical medicine, high-containment pathogen studies, vaccine development, and marine ecosystems. These efforts are integrated through convergent knowledge that unites medicine, ecology, engineering, and social sciences to address Planetary Health challenges, linking local realities with global crises.",https://doi.org/10.5772/intechopen.1015707,2026-05-18,IntechOpen eBooks,,,,,0.0,,0,0.0,True,world model underwater robot,OpenAlex,https://openalex.org/W7161540258,,https://openalex.org/W7161540258,"- 内容概述：论文以日本长崎为案例，探讨气候变化、生态系统退化等全球性挑战如何通过地方“微宇宙”集中体现。长崎因历史（国际交流、核爆经历）成为融合和平、传染病、环境变化、辐射健康与核裁军等议题的独特场所，并基于其医学、公共卫生、海洋生态等研究传统，提出通过跨学科融合应对“行星健康”问题。
- 创新点：将长崎的历史遗产（如西方医学引入、热带医学研究所、原子弹疾病研究所、核武器废除研究中心）与当代行星健康研究整合，构建地方性解决方案的框架，强调地方经验对全球危机的映射与回应。
- 研究价值：为理解全球挑战的地方化表现提供具体案例，展示历史、文化、科学传统如何塑造应对策略，并倡导医学、生态、工程与社会科学融合的“收敛知识”路径。
- 注意事项：摘要未提供具体研究方法、数据或实证结果，仅基于长崎历史与机构背景进行概念性论述；论文尚未被引用（引用数0），且未提供影响因子或JCR分区信息，学术影响力待验证。"
0.21000000000000002,"The algorithmic guardians: AI and computer vision for global faunal welfare, conservation, and future policy trajectories in the Indian subcontinent","Artificial Intelligence (AI) and Computer Vision (CV) are rapidly transforming animal welfare, conservation, and ecosystem management by enabling scalable, real-time analysis of large multimodal datasets. Traditional monitoring approaches are increasingly inadequate due to the exponential growth of visual and sensor data across farms, urban ecosystems, and wildlife habitats. This paper presents a structured review of AI/CV methodologies—including convolutional neural networks, You Only Look Once (YOLO)-based detection, and pose estimation—for quantitative faunal assessment. A systematic synthesis is provided across key domains such as precision livestock farming, urban animal welfare, wildlife conservation, and marine ecosystem monitoring. The study adopts a structured literature review methodology, outlining database selection, inclusion criteria, and comparative evaluation of state-of-the-art techniques. Key findings indicate that AI-driven systems significantly enhance early disease detection, behavioral analysis, and conservation efficiency, though challenges persist in terms of data scarcity, algorithmic bias, and deployment constraints in low-resource environments. A comparative analysis highlights trade-offs between accuracy, computational efficiency, and scalability across different AI architectures. The paper also identifies critical research gaps, including the lack of standardized datasets, limited cross-species generalization, and insufficient integration with policy frameworks. Finally, the study proposes a conceptual framework integrating AI, edge computing, and ethical governance for sustainable faunal management. The findings underscore the need for interdisciplinary collaboration and responsible AI deployment to ensure equitable and scalable benefits across diverse ecological and socio-economic contexts.",https://doi.org/10.59400/cai4243,2026-05-15,Computing and artificial intelligence.,3029-2786,3029-2786,,,0.0,,0,0.0,True,world model underwater robot,OpenAlex,https://openalex.org/W7161114047,,https://openalex.org/W7161114047,"- 内容概述：本文是一篇结构化综述，系统梳理了人工智能（AI）与计算机视觉（CV）在动物福利、保护及生态系统管理中的应用，涵盖卷积神经网络、YOLO检测、姿态估计等方法，并涉及精准畜牧业、城市动物福利、野生动物保护及海洋生态监测等关键领域。
- 创新点：提出了一个整合AI、边缘计算与伦理治理的概念框架，用于可持续动物管理；同时通过比较分析揭示了不同AI架构在准确性、计算效率与可扩展性之间的权衡。
- 研究价值：强调了AI系统在早期疾病检测、行为分析与保护效率方面的显著提升作用，并指出了数据稀缺、算法偏见及低资源环境部署等挑战，为未来政策制定与跨学科合作提供了依据。
- 注意事项：摘要未提供具体实验数据、案例细节或定量结果，仅基于文献综述方法；未提及实际部署效果或验证结果，且研究范围限定于印度次大陆，可能不适用于其他地区。"
0.21000000000000002,Stem Education Determines Interdisciplinary Integration,"The abbreviation ""STEM"" (S – science, T – technology, E – engineering, M – mathematics) for the first time offered American bacteriologist R . Colwell . But STEM began to be actively used in 2011 By initiative biologist Judith Ramali. It is known What at first used abbreviation SMET, and then came STEM. Judith A. Ramali notes that “STEM education is teaching and learning in science, technology, engineering and mathematics.” Germany, as the country that first announced the era of the fourth industrial revolution to the world, is doing a lot to implement STEM technologies in educational institutions. Germany has chosen its own acronym for STEM: MINT. Translated, it means “mathematics, computer science, natural sciences and technology.” The national German MINT portal presents strategic development vectors: digital transformation of schools, digital competences of youth, MINT for girls, MINT technology. Germany ranks one of the first places in preparing STEM graduates. The country is implementing the initiative ""MINT Zukunft schaffen"" (""creating the MINT future""), within the framework of which all indicators related to the implementation of MINT are measured: competencies, the number of graduates in this area, the percentage of women participants this spheres And that similar. Interesting experience implementation technologies STEM through the active method of constructing technical toys, which is introduced in Vietnamese schools. The main focus of STEM implementation in Vietnam is the idea of developing active cross-curricular learning through the development of technical toys.",,2026-05-15,Neliti,,,,,0.0,,0,,True,world model underwater robot,OpenAlex,https://openalex.org/W7161515973,,https://openalex.org/W7161515973,"- 内容概述：论文追溯STEM（科学、技术、工程、数学）教育缩写的历史起源，介绍其由美国细菌学家R. Colwell首次提出、2011年由生物学家Judith Ramali推广，并提及德国以MINT（数学、计算机科学、自然科学、技术）为本土化名称推进STEM教育，以及越南通过构建技术玩具实施STEM的案例。
- 创新点：论文对比了德国MINT战略（含数字化转型、女性参与等指标）与越南基于技术玩具的跨学科学习方法，但未提出新的理论或方法。
- 研究价值：为STEM教育的国际比较（特别是德国与越南的实践）提供了案例参考，但缺乏实证数据或系统性分析。
- 注意事项：摘要信息有限，未涉及具体研究方法、数据或结论；论文发表于2026年（未来年份），引用数为0，来源为Neliti平台，权威性待验证；标题与摘要内容关联性较弱，且匹配关键词“world model underwater robot”在摘要中未出现。"
0.21000000000000002,Integrating deep learning and spatial statistics in marine ecosystem monitoring,"Abstract In ecology, photogrammetry is a crucial method for efficiently collecting non-destructive samples of natural environments. When estimating the spatial distribution of animals, detecting objects in large-scale imagery becomes essential. Deep learning-based object detection enables large-scale analysis but introduces uncertainty because detection probability depends on environmental and observational factors. To address detection bias, we model the distribution of benthic sea cucumbers in an area of the Italian Tyrrhenian coast near Giglio Island using a Thinned Log-Gaussian Cox Process (LGCP). The main objective of this study is to develop a modular framework that integrates a deep learning-based object detector with a spatial point process to correct for systematic undercounting in marine surveys. We employ the YOLOv11 architecture to automate the identification of individuals. We assume that a true underlying intensity describes the actual population, while the observed detections correspond to a subset of individuals that are not always detected, leading to a degraded intensity. The detection process is modeled through a probabilistic function that depends on environmental and observational factors, including local density, network confidence scores, and object size. Manual annotations are used as a benchmark, and we compare the thinned LGCP with an unthinned model fitted to the deep learning-based object detections. The proposed approach reduces bias in spatial intensity estimation and improves agreement with manual surveys (average Pearson residual 6.150 vs. 6.694 and average raw residual 1.979 vs. 2.092). By explicitly accounting for detection uncertainty, the framework increases the reliability of large-scale benthic monitoring, supporting habitat assessment and evidence-based marine conservation.",https://doi.org/10.1007/s10651-026-00732-7,2026-05-15,Environmental and Ecological Statistics,1352-8505;1573-3009,1352-8505,,,0.0,,0,0.0,True,world model underwater robot,OpenAlex,https://openalex.org/W4416551762,,https://openalex.org/W4416551762,"- 内容概述：论文提出一个模块化框架，将深度学习目标检测器（YOLOv11）与空间点过程（Thinned Log-Gaussian Cox Process）结合，用于校正海洋调查中底栖海参的系统性漏计数。研究基于意大利Giglio岛附近海域数据，通过概率函数建模检测过程（依赖局部密度、网络置信度、目标大小等），并与未修正模型对比。
- 创新点：首次将Thinned LGCP与深度学习目标检测集成，显式建模检测不确定性（而非简单接受检测结果），以校正空间强度估计中的偏差。
- 研究价值：提高了大规模底栖监测的可靠性（平均Pearson残差从6.694降至6.150，平均原始残差从2.092降至1.979），支持栖息地评估和基于证据的海洋保护。
- 注意事项：摘要未提供模型泛化性（如其他物种或海域）、YOLOv11训练细节（如数据集规模、标注方式）及计算成本信息；引用数、FWCI、影响因子和JCR分区均未找到，无法评估论文影响力。"
0.20666666666666667,A Systematic Review and Taxonomy of Reinforcement Learning-Model Predictive Control Integration for Linear Systems,"The integration of Model Predictive Control (MPC) and Reinforcement Learning (RL) has emerged as a promising paradigm for constrained decision-making and adaptive control. MPC offers structured optimization, explicit constraint handling, and established stability tools, whereas RL provides data-driven adaptation and performance improvement in the presence of uncertainty and model mismatch. Despite the rapid growth of research on RL--MPC integration, the literature remains fragmented, particularly for control architectures built on linear or linearized predictive models. This paper presents a comprehensive Systematic Literature Review (SLR) of RL--MPC integrations for linear and linearized systems, covering peer-reviewed and formally indexed studies published until 2025. The reviewed studies are organized through a multi-dimensional taxonomy covering RL functional roles, RL algorithm classes, MPC formulations, cost-function structures, and application domains. In addition, a cross-dimensional synthesis is conducted to identify recurring design patterns and reported associations among these dimensions within the reviewed corpus. The review highlights methodological trends, commonly adopted integration strategies, and recurring practical challenges, including computational burden, sample efficiency, robustness, and closed-loop guarantees. The resulting synthesis provides a structured reference for researchers and practitioners seeking to design or analyze RL--MPC architectures based on linear or linearized predictive control formulations.",,2026-04-22,arXiv (Cornell University),,,,,0.0,,0,0.0,True,underwater manipulation reinforcement learning;sim-to-real underwater manipulation,OpenAlex,https://openalex.org/W7155654019,,https://openalex.org/W7155654019,"- 内容概述：本文对基于线性或线性化预测模型的强化学习-模型预测控制（RL-MPC）集成方法进行了系统性文献综述，覆盖截至2025年的同行评审及正式索引研究。通过多维度分类法（涵盖RL功能角色、算法类别、MPC公式、成本函数结构及应用领域）组织文献，并进行了跨维度综合以识别设计模式与关联。
- 创新点：提出了针对线性系统的RL-MPC集成多维分类体系，并进行了跨维度的设计模式与关联分析，填补了该领域文献碎片化的空白。
- 研究价值：为研究人员和从业者设计或分析基于线性/线性化预测控制的RL-MPC架构提供了结构化参考，系统梳理了计算负担、样本效率、鲁棒性及闭环保证等实践挑战。
- 注意事项：该论文为预印本（arXiv），尚未经正式同行评审；引用数为0，FWCI为0，且未提供影响因子与JCR分区信息，学术影响力待验证。"
0.2033333333333333,An IoT-Based Intelligent Monitoring System for Cargo Loss Detection in FPSO-Tanker Oil Transfer,"This study presents the development of an Internet of Things-based monitoring system for detecting cargo loss during oil transfer operations between Floating Production Storage and Offloading units and receiving tankers. The proposed system integrates an ESP32S microcontroller, ultrasonic sensors, GPS modules, and a web-based dashboard to enable real-time monitoring and detect anomalies. The system is designed to reduce measurement errors and response delays that may lead to cargo discrepancies during transfer operations. Performance evaluation was conducted using prototype-based simulations to assess the system accuracy, responsiveness, and communication reliability. The results demonstrate high measurement accuracy (≥99.8%), fast response time (~180 ms), low latency (~210 ms), and reliable data transmission with a success rate of 98.7%. The system is also capable of detecting abnormal flow conditions or potential leakage within less than 1 min. Compared with conventional SCADA-based systems, the proposed approach offers improved real-time responsiveness, modularity, and adaptability to dynamic offshore environments. The developed system provides a scalable and flexible platform for maritime monitoring applications and establishes a foundation for the future integration of machine learning techniques to enable predictive and adaptive anomaly detection. Received: 8 November 2025 | Revised: 9 March 2026 | Accepted: 15 April 2026 Conflicts of Interest The authors declare that they have no conflicts of interest to this work. Data Availability Statement Data are available from the corresponding author upon reasonable request. Author Contribution Statement Habibi Palippui: Conceptualization, Methodology, Software, Validation, Formal analysis, Investigation, Data curation, Writing – original draft, Visualization, Funding acquisition. Daniel Mohammad Rosyid: Conceptualization, Resources, Writing – review & editing, Supervision, Project administration. Silvianita Silvianita: Methodology, Validation, Formal analysis, Writing – review & editing. Juswan Sade: Resources, Writing – review & editing.",https://doi.org/10.47852/bonviewjcce62028129,2026-05-14,Journal of Computational and Cognitive Engineering,2810-9503;2810-9570,2810-9503,,,0.0,,0,0.0,True,world model underwater robot,OpenAlex,https://openalex.org/W7161109638,,https://openalex.org/W7161109638,"- 内容概述：论文提出一种基于物联网的智能监控系统，用于检测浮式生产储卸装置与接收油轮之间的原油转运过程中的货损。系统集成了ESP32S微控制器、超声波传感器、GPS模块和网页仪表板，实现实时监控与异常检测。原型仿真测试显示测量精度≥99.8%、响应时间约180毫秒、延迟约210毫秒、数据传输成功率98.7%，且能在1分钟内检测异常流况或潜在泄漏。
- 创新点：提出一种模块化、可扩展的物联网监控方案，替代传统SCADA系统，在实时响应性、灵活性和对动态海洋环境的适应性上有所提升；系统设计为未来集成机器学习进行预测性异常检测奠定了基础。
- 研究价值：为海上油气转运作业提供了一种低成本、高精度的货损监测方案，有助于减少测量误差和响应延迟导致的货物差异，提升作业安全性和效率；其可扩展架构对海事监控应用具有参考意义。
- 注意事项：摘要未提供系统在真实海上环境中的长期运行数据或与传统SCADA系统的直接对比测试结果；论文发表于2026年，引用数为0，FWCI为0，且未找到影响因子和JCR分区，学术影响力尚待验证。"
